################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -9.0948489423068171E-02 a       478     0    20     1     3
  1.1485054727743452E-01 a       479     0    20     1     4
 -7.2777225401789575E-02 a       480     0    20     1     5
  8.0533814878667564E-02 a       481     0    20     1     6
  2.0617790058381802E-01 a       482     0    20     1     7
 -9.5288577646657741E-02 a       483     0    20     1     8
  1.1162015099293519E-01 a       484     0    20     1     9
  1.1753438282760567E-01 a       485     0    20     1    10
  1.6148136899057966E-01 a       486     0    20     1    11
 -1.7133518910981957E-01 a       487     0    20     1    12
  4.8950645026827479E-02 a       488     0    20     1    13
 -2.1469964866073743E-01 a       489     0    20     1    14
 -4.3261607666915905E-02 a       490     0    20     1    15
  4.4072756402660535E-02 a       491     0    20     1    16
 -2.6732106599087037E-03 a       492     0    20     1    17
 -7.2294896764676531E-03 a       493     0    20     1    18
  1.0073310540871683E-01 a       494     0    20     1    19
 -8.6981966923132578E-02 a       495     0    20     1    20
 -1.3294714625065548E-01 a       496     0    20     1    21
  1.0902024718219487E-01 a       497     0    20     1    22
 -4.5273647535186472E-02 a       498     0    20     1    23
  1.4781124560722247E-01 a       499     0    20     1    24
 -5.8294499034010086E-02 a       500     0    20     1    25
 -2.6901995148700064E-01 a       501     0    21     1     1
  1.7260041558262187E-01 a       502     0    21     1     2
  9.9643155310664255E-02 a       503     0    21     1     3
  9.5199256207706126E-02 a       504     0    21     1     4
 -4.9581867338828432E-03 a       505     0    21     1     5
 -1.6711559641439760E-01 a       506     0    21     1     6
 -1.5846198696052968E-01 a       507     0    21     1     7
  3.3119987001522555E-01 a       508     0    21     1     8
  2.1734970618330099E-01 a       509     0    21     1     9
  9.6949356037495160E-02 a       510     0    21     1    10
  1.9267991432741510E-01 a       511     0    21     1    11
  1.6486536329077325E-01 a       512     0    21     1    12
 -1.2674734465673684E-01 a       513     0    21     1    13
  1.6465262694898336E-01 a       514     0    21     1    14
  2.3506440880546837E-02 a       515     0    21     1    15
 -1.3865798479027960E-01 a       516     0    21     1    16
 -3.7157024265533972E-01 a       517     0    21     1    17
  9.7984094919829942E-02 a       518     0    21     1    18
  1.5580744426010240E-01 a       519     0    21     1    19
  4.1928688095960126E-01 a       520     0    21     1    20
  3.9153442797644167E-01 a       521     0    21     1    21
 -1.0855486063822303E-01 a       522     0    21     1    22
  1.0799443530900285E-01 a       523     0    21     1    23
 -5.6402450758989135E-02 a       524     0    21     1    24
 -2.7304999630999160E-01 a       525     0    21     1    25
 -6.9775649337506726E-02 a       526     0    22     1     1
  4.4833026005796583E-02 a       527     0    22     1     2
  2.5887254668641519E-02 a       528     0    22     1     3
  1.1327865024514339E-01 a       529     0    22     1     4
 -3.8506556143972449E-02 a       530     0    22     1     5
 -1.2720629785857707E-01 a       531     0    22     1     6
 -7.8145111229110970E-02 a       532     0    22     1     7
 -1.0807386244095767E-01 a       533     0    22     1     8
 -1.0509687725100471E-01 a       534     0    22     1     9
 -1.1027234299079121E-01 a       535     0    22     1    10
 -2.5064518030091870E-01 a       536     0    22     1    11
  2.9693913965346874E-01 a       537     0    22     1    12
 -1.0808810286523746E-01 a       538     0    22     1    13
  2.0240547026485947E-01 a       539     0    22     1    14
  2.0663077287638973E-01 a       540     0    22     1    15
  4.1904678648942484E-02 a       541     0    22     1    16
  3.6978373251767456E-02 a       542     0    22     1    17
  2.4962244958652030E-01 a       543     0    22     1    18
  1.1333981337479226E-01 a       544     0    22     1    19
  3.9321840844893027E-02 a       545     0    22     1    20
 -1.0645521734862090E-01 a       546     0    22     1    21
  1.9636279365113340E-01 a       547     0    22     1    22
  1.4074291819183865E-01 a       548     0    22     1    23
 -1.0464254395748708E-01 a       549     0    22     1    24
 -6.8528251095561585E-02 a       550     0    22     1    25
 -6.0209703554132417E-02 a       551     0    23     1     1
 -6.3038615421096719E-02 a       552     0    23     1     2
  4.3419753596705794E-02 a       553     0    23     1     3
  2.3059739893541512E-01 a       554     0    23     1     4
  2.0892650720232851E-02 a       555     0    23     1     5
 -1.4074299288891717E-01 a       556     0    23     1     6
  3.7822501290852689E-01 a       557     0    23     1     7
 -1.0513097312406089E-01 a       558     0    23     1     8
  3.1343787822680691E-01 a       559     0    23     1     9
  4.4842052233546209E-01 a       560     0    23     1    10
 -2.8535385968503196E-01 a       561     0    23     1    11
 -6.4416598712950912E-02 a       562     0    23     1    12
 -1.8134446279663891E-01 a       563     0    23     1    13
  3.3265962888292688E-01 a       564     0    23     1    14
  7.3209358327210761E-02 a       565     0    23     1    15
  1.4635135691134554E-01 a       566     0    23     1    16
  1.5279557435242749E-01 a       567     0    23     1    17
 -2.4921482294512666E-02 a       568     0    23     1    18
  2.4442964054214514E-01 a       569     0    23     1    19
  3.2998761313121550E-01 a       570     0    23     1    20
 -7.2449871350226250E-02 a       571     0    23     1    21
  4.2070736535762771E-01 a       572     0    23     1    22
 -2.1798963999215260E-01 a       573     0    23     1    23
  3.8647293178688466E-02 a       574     0    23     1    24
 -6.0538559655827821E-02 a       575     0    23     1    25
  9.8801319477713090E-02 a       576     0    24     1     1
 -3.4260167135085379E-01 a       577     0    24     1     2
  3.0959862460161424E-02 a       578     0    24     1     3
 -2.3282643115148141E-01 a       579     0    24     1     4
  7.5668753295221561E-02 a       580     0    24     1     5
  2.1223829566543190E-01 a       581     0    24     1     6
 -3.2754824364035279E-01 a       582     0    24     1     7
 -4.1734436298904148E-01 a       583     0    24     1     8
  1.3396908657452886E-01 a       584     0    24     1     9
  1.5438644525514264E-01 a       585     0    24     1    10
  2.0111879154094486E-01 a       586     0    24     1    11
  1.3266322304477157E-01 a       587     0    24     1    12
 -1.2454114286068040E-01 a       588     0    24     1    13
  1.0057315721472199E-01 a       589     0    24     1    14
 -2.9926486620265919E-01 a       590     0    24     1    15
 -1.8252277769857234E-01 a       591     0    24     1    16
 -1.2369075782112847E-01 a       592     0    24     1    17
  4.6409072167933590E-01 a       593     0    24     1    18
  2.4036584836656866E-01 a       594     0    24     1    19
  2.2703332321647809E-02 a       595     0    24     1    20
 -2.0918544036208050E-01 a       596     0    24     1    21
  3.4366587389660502E-01 a       597     0    24     1    22
  6.7880771633357220E-02 a       598     0    24     1    23
 -4.8943928404320919E-01 a       599     0    24     1    24
  7.7729492228869490E-02 a       600     0    24     1    25
 -1.4688926671292088E-01 a       601     0    25     1     1
 -7.0795964670181996E-02 a       602     0    25     1     2
  1.4422635741820988E-01 a       603     0    25     1     3
  1.3896251115380762E-01 a       604     0    25     1     4
 -1.0802507547767923E-01 a       605     0    25     1     5
  1.7550764138305766E-02 a       606     0    25     1     6
  9.3509995384552125E-02 a       607     0    25     1     7
  5.5252966105132043E-02 a       608     0    25     1     8
 -9.1529523896881196E-02 a       609     0    25     1     9
 -6.4753222461956278E-02 a       610     0    25     1    10
  2.6331635628969186E-01 a       611     0    25     1    11
  1.2484107717258668E-01 a       612     0    25     1    12
  7.5941692835912941E-02 a       613     0    25     1    13
 -7.7477853097021876E-02 a       614     0    25     1    14
 -1.2942391498496861E-01 a       615     0    25     1    15
  1.8584296893460797E-01 a       616     0    25     1    16
 -1.7724900627982254E-01 a       617     0    25     1    17
 -1.9753036270172820E-02 a       618     0    25     1    18
 -1.2029523233151146E-01 a       619     0    25     1    19
  1.2903167561646323E-03 a       620     0    25     1    20
  1.0979959174647062E-01 a       621     0    25     1    21
 -2.3165915909383650E-02 a       622     0    25     1    22
 -2.5323986311800550E-02 a       623     0    25     1    23
  9.4049083442963782E-02 a       624     0    25     1    24
 -2.0093405500829439E-01 a       625     0    25     1    25
 -2.6611847152866946E-02 a       626     0    26     1     1
  1.2304981713897524E-01 a       627     0    26     1     2
  8.8137725805265951E-02 a       628     0    26     1     3
 -7.2655209214753241E-02 a       629     0    26     1     4
 -2.7955195581249809E-01 a       630     0    26     1     5
  7.4823631549002068E-02 a       631     0    26     1     6
  2.6033754781809171E-01 a       632     0    26     1     7
  3.2958610173170678E-02 a       633     0    26     1     8
 -2.6515036880885567E-01 a       634     0    26     1     9
 -5.1581644244671113E-02 a       635     0    26     1    10
  2.7785033053123864E-01 a       636     0    26     1    11
 -1.3752366486854128E-01 a       637     0    26     1    12
  3.5928987557916658E-01 a       638     0    26     1    13
 -1.6938748382750793E-01 a       639     0    26     1    14
  2.3772705427413088E-01 a       640     0    26     1    15
  2.1596609543652067E-02 a       641     0    26     1    16
  6.2407840799385349E-02 a       642     0    26     1    17
 -2.5430366597155996E-01 a       643     0    26     1    18
 -1.5485377999770542E-01 a       644     0    26     1    19
  1.7930612386155012E-01 a       645     0    26     1    20
  3.6013966170772388E-01 a       646     0    26     1    21
  5.6923717323302354E-03 a       647     0    26     1    22
 -3.5555589080146610E-01 a       648     0    26     1    23
 -8.8862137473510516E-02 a       649     0    26     1    24
 -3.4277436397819730E-02 a       650     0    26     1    25
  2.2632704687879654E-01 a       651     0    27     1     1
  4.7899673541075100E-01 a       652     0    27     1     2
 -2.2986615039457661E-01 a       653     0    27     1     3
 -9.4897925578045772E-02 a       654     0    27     1     4
  2.2725969122886505E-01 a       655     0    27     1     5
 -6.1999074444837021E-01 a       656     0    27     1     6
 -5.1038039059841400E-01 a       657     0    27     1     7
  5.2885402453887764E-01 a       658     0    27     1     8
 -2.6914382401706466E-01 a       659     0    27     1     9
  2.0971496219759417E-01 a       660     0    27     1    10
 -9.7156397936115094E-02 a       661     0    27     1    11
 -1.5906205583979988E-01 a       662     0    27     1    12
 -3.7966324363835685E-01 a       663     0    27     1    13
 -1.9242354978267118E-01 a       664     0    27     1    14
  6.4095234909632870E-02 a       665     0    27     1    15
 -1.7090843634595079E-01 a       666     0    27     1    16
 -6.3979746775026450E-02 a       667     0    27     1    17
  3.4251157992185222E-01 a       668     0    27     1    18
  6.0183601926545016E-01 a       669     0    27     1    19
  4.3988615871584952E-02 a       670     0    27     1    20
 -3.3448750842666375E-01 a       671     0    27     1    21
 -4.3102601196722035E-01 a       672     0    27     1    22
 -1.4083092879284750E-01 a       673     0    27     1    23
  3.9339544946578514E-01 a       674     0    27     1    24
 -2.1016891367693286E-01 a       675     0    27     1    25
 -1.2579427908982968E-01 a       676     0    28     1     1
  1.7405879844428510E-01 a       677     0    28     1     2
 -3.8285607227791542E-02 a       678     0    28     1     3
 -1.1149230268308014E-01 a       679     0    28     1     4
  2.1034850003550990E-02 a       680     0    28     1     5
 -5.3167795320511538E-02 a       681     0    28     1     6
  3.8320073385926093E-02 a       682     0    28     1     7
 -4.9239062306331849E-03 a       683     0    28     1     8
 -6.7581818453306115E-04 a       684     0    28     1     9
 -1.8249877158773678E-01 a       685     0    28     1    10
 -2.8143326861784485E-01 a       686     0    28     1    11
  1.0414250138817996E-01 a       687     0    28     1    12
  1.4999721420169589E-02 a       688     0    28     1    13
  2.7783656994200717E-01 a       689     0    28     1    14
  3.3826943229792422E-01 a       690     0    28     1    15
 -1.0528331962261589E-01 a       691     0    28     1    16
  2.1212597691320764E-01 a       692     0    28     1    17
 -7.4221645307072689E-02 a       693     0    28     1    18
 -1.2680832952429485E-01 a       694     0    28     1    19
  9.3124144991558008E-02 a       695     0    28     1    20
 -3.1828591876256022E-02 a       696     0    28     1    21
 -1.1022696871757251E-01 a       697     0    28     1    22
  8.7660807137850946E-02 a       698     0    28     1    23
 -1.6172441168317625E-01 a       699     0    28     1    24
  2.3664491880517297E-01 a       700     0    28     1    25
  1.5515394626430262E-01 a       701     0    29     1     1
  2.6327491152493815E-01 a       702     0    29     1     2
  6.3410512490386234E-02 a       703     0    29     1     3
 -2.9368561361069537E-02 a       704     0    29     1     4
  4.9210485758864941E-02 a       705     0    29     1     5
  1.7362864758078836E-01 a       706     0    29     1     6
  2.3787005701573974E-01 a       707     0    29     1     7
  2.7309602238495545E-01 a       708     0    29     1     8
 -3.0572949008779254E-01 a       709     0    29     1     9
 -1.3905958806218505E-01 a       710     0    29     1    10
  1.2194704007798582E-01 a       711     0    29     1    11
 -4.9224809866548681E-02 a       712     0    29     1    12
  1.8019602534224341E-01 a       713     0    29     1    13
  6.9362337236469576E-02 a       714     0    29     1    14
 -5.8026008428365923E-02 a       715     0    29     1    15
  1.1007445543950335E-01 a       716     0    29     1    16
 -6.9578479392320078E-02 a       717     0    29     1    17
  1.2931107260498192E-01 a       718     0    29     1    18
 -1.8177229608461970E-01 a       719     0    29     1    19
 -1.1049240280103935E-01 a       720     0    29     1    20
  1.1007360561015088E-02 a       721     0    29     1    21
 -8.2350557800928662E-02 a       722     0    29     1    22
  2.1270693754903047E-01 a       723     0    29     1    23
  2.4200745184774874E-01 a       724     0    29     1    24
  1.1478936619166087E-01 a       725     0    29     1    25
 -4.5058578408953501E-03 a       726     0    30     1     1
 -7.7884071598873006E-02 a       727     0    30     1     2
 -2.4162677601077698E-01 a       728     0    30     1     3
 -1.0145798934838997E-01 a       729     0    30     1     4
  2.5980011762687377E-01 a       730     0    30     1     5
  8.1124477530502781E-02 a       731     0    30     1     6
  7.0027403917957573E-02 a       732     0    30     1     7
 -3.4514470525740970E-02 a       733     0    30     1     8
  3.4699243323459361E-01 a       734     0    30     1     9
 -2.9619574765109499E-02 a       735     0    30     1    10
  7.0607905602248716E-03 a       736     0    30     1    11
 -1.5232328349471455E-01 a       737     0    30     1    12
  4.6815760333397932E-02 a       738     0    30     1    13
 -1.2482001971400473E-01 a       739     0    30     1    14
  1.0437559227244343E-01 a       740     0    30     1    15
 -2.0224578939259907E-01 a       741     0    30     1    16
 -1.1506627978124162E-01 a       742     0    30     1    17
 -2.4754969908505026E-01 a       743     0    30     1    18
  9.9814072100959661E-02 a       744     0    30     1    19
 -1.9100031814900872E-01 a       745     0    30     1    20
 -7.5393685908154470E-02 a       746     0    30     1    21
  3.8205006494401714E-02 a       747     0    30     1    22
  3.5184890958892101E-02 a       748     0    30     1    23
  2.6320333003960461E-01 a       749     0    30     1    24
 -7.9655639095155856E-02 a       750     0    30     1    25
  1.3049433501159027E-01 b       751     1     1
  1.1531666136395803E-01 b       752     1     2
  1.0255945258641822E-02 b       753     1     3
  5.7260789035904251E-02 b       754     1     4
  4.9702413424227862E-02 b       755     1     5
  1.9557639960320661E-02 b       756     1     6
  1.4067632026732813E-01 b       757     1     7
 -7.3172141438789676E-03 b       758     1     8
 -1.3001735429668645E-01 b       759     1     9
 -1.2481223998446780E-01 b       760     1    10
  1.5073978863000073E-01 b       761     1    11
 -1.1815233708595388E-01 b       762     1    12
 -2.3790018399051749E-03 b       763     1    13
 -2.1663441810215320E-02 b       764     1    14
 -1.2916230076795682E-01 b       765     1    15
  5.5058523499959697E-02 b       766     1    16
 -9.8046201765425917E-02 b       767     1    17
 -8.9321056050456094E-02 b       768     1    18
  3.2197378824374068E-02 b       769     1    19
 -4.9995235685497831E-02 b       770     1    20
 -1.6813812139899684E-01 b       771     1    21
 -7.8631787822107183E-02 b       772     1    22
 -9.6147656050751193E-02 b       773     1    23
  4.0457570922619396E-02 b       774     1    24
 -1.0588211351613346E-02 b       775     1    25
 -6.5376574243939764E-02 a       776     1     1     2     1
 -1.4501644289367804E-01 a       777     1     1     2     2
 -9.8296823157793343E-03 a       778     1     1     2     3
 -1.4175295012740935E-01 a       779     1     1     2     4
 -1.9072321805153732E-02 a       780     1     1     2     5
  9.3907115297069618E-03 a       781     1     1     2     6
  1.4911048955662243E-01 a       782     1     1     2     7
 -1.2045450604426002E-01 a       783     1     1     2     8
  1.2340289589537087E-01 a       784     1     1     2     9
 -1.2031826896600728E-01 a       785     1     1     2    10
 -3.3160917042692450E-01 a       786     1     1     2    11
  3.7403713302761288E-01 a       787     1     1     2    12
  2.1442123279933481E-01 a       788     1     1     2    13
 -3.8371534059504980E-01 a       789     1     1     2    14
 -1.7745476565716453E-01 a       790     1     1     2    15
 -1.6852851962337556E-01 a       791     1     1     2    16
  2.1978835862798840E-01 a       792     1     1     2    17
 -1.0289160719090099E-01 a       793     1     1     2    18
  1.1812755359320787E-01 a       794     1     1     2    19
 -2.2125545190754034E-01 a       795     1     1     2    20
  1.1252056266353595E-01 a       796     1     1     2    21
  4.8681276903245119E-01 a       797     1     1     2    22
 -1.9834937281874143E-01 a       798     1     1     2    23
  2.8774888719405613E-02 a       799     1     1     2    24
  4.1313929580014086E-01 a       800     1     1     2    25
  1.0993619598931961E-01 a       801     1     2     2     1
 -1.4833155161790859E-01 a       802     1     2     2     2
  1.4451215272353199E-01 a       803     1     2     2     3
  1.1844299896128660E-01 a       804     1     2     2     4
 -8.2949981419055158E-02 a       805     1     2     2     5
 -4.7219427371725575E-01 a       806     1     2     2     6
  8.4926223420912661E-02 a       807     1     2     2     7
  7.1417486273876868E-02 a       808     1     2     2     8
 -1.6950265505710352E-01 a       809     1     2     2     9
 -2.0687092008792099E-01 a       810     1     2     2    10
 -6.0618754429710153E-02 a       811     1     2     2    11
  3.6655717268491073E-01 a       812     1     2     2    12
  5.3318353963299071E-02 a       813     1     2     2    13
  3.5938804559720643E-02 a       814     1     2     2    14
 -2.3941116846624613E-01 a       815     1     2     2    15
 -1.4299038771852485E-01 a       816     1     2     2    16
 -1.3090979167775985E-01 a       817     1     2     2    17
  4.1619599033883692E-01 a       818     1     2     2    18
 -2.4581222063910804E-01 a       819     1     2     2    19
  4.5579446122396422E-01 a       820     1     2     2    20
  3.1697612391876734E-01 a       821     1     2     2    21
  1.8054384994641379E-01 a       822     1     2     2    22
  1.1767383234465030E-01 a       823     1     2     2    23
 -3.0460334999160926E-01 a       824     1     2     2    24
 -2.8500276270809372E-01 a       825     1     2     2    25
 -3.6761572174449375E-01 a       826     1     3     2     1
 -1.9741902029238123E-01 a       827     1     3     2     2
 -3.3058266194163916E-01 a       828     1     3     2     3
 -1.5993764317391043E-01 a       829     1     3     2     4
 -4.0422283689947974E-01 a       830     1     3     2     5
  1.4194428684026952E-01 a       831     1     3     2     6
  6.7933852724599064E-02 a       832     1     3     2     7
 -1.2389189696135817E-01 a       833     1     3     2     8
  2.4571499079111425E-01 a       834     1     3     2     9
 -5.0843781617856054E-01 a       835     1     3     2    10
 -1.4103806933831270E-01 a       836     1     3     2    11
 -3.2914326650311305E-02 a       837     1     3     2    12
 -1.8279852183207410E-01 a       838     1     3     2    13
 -8.2755267225059007E-02 a       839     1     3     2    14
 -6.4737841986134068E-02 a       840     1     3     2    15
 -1.7206611098013322E-01 a       841     1     3     2    16
 -2.4819933436671554E-01 a       842     1     3     2    17
 -5.4045768778624026E-01 a       843     1     3     2    18
  3.5713948334824946E-01 a       844     1     3     2    19
  1.1335819780244787E-01 a       845     1     3     2    20
  4.0306321795946350E-02 a       846     1     3     2    21
  1.9831271416817764E-01 a       847     1     3     2    22
 -4.4347885974526258E-01 a       848     1     3     2    23
  1.3591634558716401E-01 a       849     1     3     2    24
 -1.0504545853482175E-01 a       850     1     3     2    25
  3.3246291466599864E-01 a       851     1     4     2     1
  4.4294709648752900E-01 a       852     1     4     2     2
  5.7988607692597859E-02 a       853     1     4     2     3
  3.0016923526442912E-03 a       854     1     4     2     4
  1.9202402712554455E-03 a       855     1     4     2     5
 -1.8644083375059622E-01 a       856     1     4     2     6
  1.7211747379785154E-02 a       857     1     4     2     7
 -2.9751854116853188E-01 a       858     1     4     2     8
 -1.8520307195293781E-01 a       859     1     4     2     9
 -6.5624961297892956E-02 a       860     1     4     2    10
 -2.9550025137813912E-01 a       861     1     4     2    11
  3.8869262072591465E-01 a       862     1     4     2    12
  2.0551994763264139E-01 a       863     1     4     2    13
  6.0941479046866753E-01 a       864     1     4     2    14
 -1.6547109755832537E-01 a       865     1     4     2    15
  1.2895425252324696E-01 a       866     1     4     2    16
  3.1945409474207598E-01 a       867     1     4     2    17
  3.6436297157072911E-01 a       868     1     4     2    18
  3.3495523121932075E-02 a       869     1     4     2    19
 -3.8620595014564502E-01 a       870     1     4     2    20
 -1.2447676269901115E-01 a       871     1     4     2    21
  2.8177654442833167E-01 a       872     1     4     2    22
  7.5925990237290367E-02 a       873     1     4     2    23
 -1.6000980090116060E-01 a       874     1     4     2    24
 -3.6526913100816272E-01 a       875     1     4     2    25
  5.4471598550896685E-02 a       876     1     5     2     1
  1.7510374144400268E-01 a       877     1     5     2     2
  1.5915460000636017E-01 a       878     1     5     2     3
 -8.6484640792629949E-02 a       879     1     5     2     4
 -1.9345241184447945E-01 a       880     1     5     2     5
  2.0617280254350095E-02 a       881     1     5     2     6
 -1.7614391588170220E-01 a       882     1     5     2     7
  6.4736973301308842E-02 a       883     1     5     2     8
 -2.8090442623349182E-01 a       884     1     5     2     9
  2.2293158507667751E-01 a       885     1     5     2    10
 -3.2527768604909069E-01 a       886     1     5     2    11
  4.6820217726223266E-02 a       887     1     5     2    12
 -9.3231528732130822E-02 a       888     1     5     2    13
  1.2387618514165014E-01 a       889     1     5     2    14
  2.7678092180908692E-01 a       890     1     5     2    15
 -2.6799779106167061E-02 a       891     1     5     2    16
  7.9917765126458640E-03 a       892     1     5     2    17
 -1.8046355212475723E-01 a       893     1     5     2    18
 -3.1781419873697488E-02 a       894     1     5     2    19
 -1.1795374835541496E-02 a       895     1     5     2    20
  1.0865459294218159E-01 a       896     1     5     2    21
 -1.2122867503427869E-01 a       897     1     5     2    22
 -2.0228700532578217E-01 a       898     1     5     2    23
 -1.4672665555311137E-02 a       899     1     5     2    24
  1.2776517809824789E-01 a       900     1     5     2    25
  3.8570297345386884E-01 a       901     1     6     2     1
  1.4358820466987926E-01 a       902     1     6     2     2
  3.0770431868601378E-01 a       903     1     6     2     3
  3.4284317477299958E-01 a       904     1     6     2     4
  9.4802270075196024E-02 a       905     1     6     2     5
 -1.3371548103540451E-01 a       906     1     6     2     6
 -1.2797768677507726E-01 a       907     1     6     2     7
  2.0283567689348834E-02 a       908     1     6     2     8
 -1.8263848869443614E-01 a       909     1     6     2     9
  2.1393387305712375E-01 a       910     1     6     2    10
 -3.2015876283828138E-03 a       911     1     6     2    11
 -2.1653843923783077E-02 a       912     1     6     2    12
 -3.7776255990677399E-01 a       913     1     6     2    13
  4.7271710887285584E-01 a       914     1     6     2    14
 -4.4796907050635042E-02 a       915     1     6     2    15
 -3.6582615147869826E-02 a       916     1     6     2    16
  3.3094466545222129E-01 a       917     1     6     2    17
  2.1777610106455306E-01 a       918     1     6     2    18
 -1.0405321283378439E-01 a       919     1     6     2    19
  7.1602610349426388E-02 a       920     1     6     2    20
  8.9289320965347307E-02 a       921     1     6     2    21
  2.4052657929020244E-01 a       922     1     6     2    22
  1.0669163762636440E-01 a       923     1     6     2    23
 -1.1960258639702075E-01 a       924     1     6     2    24
 -4.7800605234880984E-03 a       925     1     6     2    25
 -3.1212902416002875E-01 a       926     1     7     2     1
 -6.5519394120002489E-02 a       927     1     7     2     2
 -3.0394518657799385E-01 a       928     1     7     2     3
 -1.2431971676659478E-01 a       929     1     7     2     4
  3.5888348902566106E-02 a       930     1     7     2     5
 -6.0283385230331464E-02 a       931     1     7     2     6
 -2.5402295240578027E-01 a       932     1     7     2     7
 -3.4544904891841012E-02 a       933     1     7     2     8
 -7.2975958353048535E-03 a       934     1     7     2     9
 -2.6688230632862991E-01 a       935     1     7     2    10
  9.5861374895462616E-04 a       936     1     7     2    11
  2.6578571171834233E-02 a       937     1     7     2    12
  7.7302214091596461E-02 a       938     1     7     2    13
  5.8768456449970841E-01 a       939     1     7     2    14
  1.2303136335127743E-01 a       940     1     7     2    15
  3.0413616209661826E-01 a       941     1     7     2    16
  7.3013140555259620E-02 a       942     1     7     2    17
  3.7147800864801472E-01 a       943     1     7     2    18
 -3.3390653795250297E-01 a       944     1     7     2    19
  2.6301656310069554E-01 a       945     1     7     2    20
  1.4355087737206446E-01 a       946     1     7     2    21
  1.4935733635325410E-01 a       947     1     7     2    22
 -3.5192208535460796E-02 a       948     1     7     2    23
 -4.3139453837067902E-02 a       949     1     7     2    24
  1.1407236575870309E-02 a       950     1     7     2    25
 -3.5332986431357521E-01 a       951     1     8     2     1
  3.4734337045995312E-01 a       952     1     8     2     2
 -3.1780100424475138E-01 a       953     1     8     2     3
  2.3955401405059165E-01 a       954     1     8     2     4
 -2.9842521522344606E-01 a       955     1     8     2     5
  3.9946026866988138E-01 a       956     1     8     2     6
  1.2553762995145976E-01 a       957     1     8     2     7
  3.4850141947244249E-02 a       958     1     8     2     8
 -3.4137143675617931E-01 a       959     1     8     2     9
 -1.9896573703806447E-01 a       960     1     8     2    10
  1.2275641197348545E-01 a       961     1     8     2    11
  8.5466722782147592E-02 a       962     1     8     2    12
 -4.1327130573460552E-01 a       963     1     8     2    13
 -4.0222576620776618E-01 a       964     1     8     2    14
  1.7295134317469205E-01 a       965     1     8     2    15
 -2.4053681611293565E-01 a       966     1     8     2    16
 -2.1273157015765951E-01 a       967     1     8     2    17
  1.7362307204548869E-01 a       968     1     8     2    18
  3.8821811023338715E-01 a       969     1     8     2    19
 -1.9213848456949234E-01 a       970     1     8     2    20
 -1.0426622036307288E-01 a       971     1     8     2    21
 -2.0807632050947689E-01 a       972     1     8     2    22
 -2.7827954644545977E-01 a       973     1     8     2    23
 -3.1665148720807273E-01 a       974     1     8     2    24
 -2.8628176111128972E-01 a       975     1     8     2    25
 -2.3664960527243045E-01 a       976     1     9     2     1
 -8.2954199701033599E-02 a       977     1     9     2     2
  4.6435206040326304E-01 a       978     1     9     2     3
 -1.1363178170580628E-01 a       979     1     9     2     4
  3.0245452566447739E-01 a       980     1     9     2     5
 -1.1352452636567134E-01 a       981     1     9     2     6
 -3.3041848209515701E-01 a       982     1     9     2     7
  4.4172487336455385E-01 a       983     1     9     2     8
  1.0098995427634841E-01 a       984     1     9     2     9
 -3.9029057433492520E-01 a       985     1     9     2    10
  5.8581630356563955E-02 a       986     1     9     2    11
 -1.7304004076176940E-01 a       987     1     9     2    12
 -9.6485167953134263E-02 a       988     1     9     2    13
 -8.4030924439246757E-02 a       989     1     9     2    14
  1.4481078860353075E-01 a       990     1     9     2    15
  2.4385328256071259E-01 a       991     1     9     2    16
 -1.5626066458965254E-01 a       992     1     9     2    17
 -7.7487224730407755E-02 a       993     1     9     2    18
  5.2189782217408809E-01 a       994     1     9     2    19
 -4.3916243256427806E-01 a       995     1     9     2    20
 -1.6471275670129923E-01 a       996     1     9     2    21
 -1.0638422767365245E-01 a       997     1     9     2    22
  1.6836887725508005E-03 a       998     1     9     2    23
  5.7445625821062135E-02 a       999     1     9     2    24
  7.3031130176153758E-02 a      1000     1     9     2    25
  8.4229070497541053E-02 a      1001     1    10     2     1
  1.9583034120795673E-01 a      1002     1    10     2     2
  3.6192759213528589E-02 a      1003     1    10     2     3
 -4.5996209361298063E-01 a      1004     1    10     2     4
  3.8498862645330784E-01 a      1005     1    10     2     5
  2.6383693299813560E-01 a      1006     1    10     2     6
  2.0212256439229082E-01 a      1007     1    10     2     7
  2.3235580079694979E-01 a      1008     1    10     2     8
 -5.6001911657407311E-01 a      1009     1    10     2     9
 -2.9405412287772970E-01 a      1010     1    10     2    10
 -1.4314516959168572E-01 a      1011     1    10     2    11
 -1.1949802519546406E-01 a      1012     1    10     2    12
  1.1231185996512338E-01 a      1013     1    10     2    13
  1.8455718017021480E-01 a      1014     1    10     2    14
 -1.9317517685465260E-01 a      1015     1    10     2    15
 -1.4377416102569927E-02 a      1016     1    10     2    16
 -2.2033767835624188E-01 a      1017     1    10     2    17
  1.3982498299933727E-02 a      1018     1    10     2    18
  6.8123219952262060E-02 a      1019     1    10     2    19
