################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -2.5495707570050130E-01 a       531     0    22     1     6
 -1.7969581883546099E-01 a       532     0    22     1     7
 -5.2221211494007859E-02 a       533     0    22     1     8
  2.8208196800232055E-01 a       534     0    22     1     9
  1.5551500732711140E-01 a       535     0    22     1    10
  1.0375890302141420E-01 a       536     0    22     1    11
  2.5026501580860216E-01 a       537     0    22     1    12
 -7.1240108329693227E-02 a       538     0    22     1    13
  5.0866837774240878E-02 a       539     0    22     1    14
 -1.2692669564856554E-01 a       540     0    22     1    15
  1.9223654869433889E-02 a       541     0    22     1    16
  6.7363279756510352E-02 a       542     0    22     1    17
 -4.9670572221092557E-02 a       543     0    22     1    18
 -5.4432805324062729E-02 a       544     0    22     1    19
 -1.9445355058968657E-02 a       545     0    22     1    20
  1.1154591319288960E-02 a       546     0    22     1    21
 -1.4537374791021276E-03 a       547     0    22     1    22
  1.4189172023292507E-01 a       548     0    22     1    23
 -1.4203496565835236E-01 a       549     0    22     1    24
 -3.0711669737258551E-01 a       550     0    22     1    25
 -1.3494798552569770E-01 a       551     0    23     1     1
  2.7664594154693711E-01 a       552     0    23     1     2
 -1.0205837499021425E-02 a       553     0    23     1     3
  2.0877340702887315E-01 a       554     0    23     1     4
 -8.1191892647332120E-02 a       555     0    23     1     5
  8.2803380361452891E-02 a       556     0    23     1     6
  2.3005927024046025E-01 a       557     0    23     1     7
  1.7614330690141861E-01 a       558     0    23     1     8
  2.8647712670390368E-01 a       559     0    23     1     9
 -1.1416533233621455E-01 a       560     0    23     1    10
  4.4842971626820820E-02 a       561     0    23     1    11
  2.9877457529321716E-01 a       562     0    23     1    12
  5.4578536267254375E-02 a       563     0    23     1    13
  3.8572800912723883E-03 a       564     0    23     1    14
 -1.2573563498250606E-01 a       565     0    23     1    15
  1.4431271823855935E-01 a       566     0    23     1    16
 -2.4897274130008135E-01 a       567     0    23     1    17
 -1.5681561606282007E-01 a       568     0    23     1    18
 -3.1657133658030373E-01 a       569     0    23     1    19
 -1.0850068702668172E-01 a       570     0    23     1    20
  5.5277352742314795E-02 a       571     0    23     1    21
 -2.1718423928299460E-01 a       572     0    23     1    22
  1.0243913020265764E-01 a       573     0    23     1    23
 -1.3778661890744676E-01 a       574     0    23     1    24
 -1.9664376503997154E-02 a       575     0    23     1    25
 -3.2543947996238436E-02 a       576     0    24     1     1
  1.8078739200354109E-03 a       577     0    24     1     2
 -4.5302211326712263E-02 a       578     0    24     1     3
  8.1125485644412423E-02 a       579     0    24     1     4
 -4.3054781349054936E-03 a       580     0    24     1     5
  5.9190142292772439E-02 a       581     0    24     1     6
 -2.3078025078970160E-01 a       582     0    24     1     7
 -2.1741864317115705E-02 a       583     0    24     1     8
 -1.0916029875856546E-01 a       584     0    24     1     9
 -8.7878256356805420E-02 a       585     0    24     1    10
 -1.0777379245129801E-01 a       586     0    24     1    11
 -5.7169933334439878E-02 a       587     0    24     1    12
 -4.7366062388001895E-02 a       588     0    24     1    13
  2.9791043972988433E-02 a       589     0    24     1    14
  1.5171139147604279E-01 a       590     0    24     1    15
 -1.0225898846278175E-01 a       591     0    24     1    16
  2.6954429369597643E-01 a       592     0    24     1    17
  1.9256318304960646E-01 a       593     0    24     1    18
 -6.8543315983570233E-02 a       594     0    24     1    19
 -3.3132587631512245E-01 a       595     0    24     1    20
 -1.8614352061304965E-01 a       596     0    24     1    21
  1.2696651541008885E-01 a       597     0    24     1    22
  9.1717603291322961E-02 a       598     0    24     1    23
 -6.0645726420082952E-02 a       599     0    24     1    24
 -8.0433233103028648E-03 a       600     0    24     1    25
  2.1616359722612247E-01 a       601     0    25     1     1
 -2.9667936069300266E-01 a       602     0    25     1     2
  2.0364033439929236E-01 a       603     0    25     1     3
 -2.4983740200009497E-01 a       604     0    25     1     4
  1.2497354471864118E-02 a       605     0    25     1     5
  6.7805611323319026E-02 a       606     0    25     1     6
  6.1732201114048930E-02 a       607     0    25     1     7
 -1.4595505748395374E-01 a       608     0    25     1     8
  7.7643172062255711E-02 a       609     0    25     1     9
 -7.0050229698865776E-02 a       610     0    25     1    10
  4.1535905830875935E-02 a       611     0    25     1    11
  2.1209022168695196E-01 a       612     0    25     1    12
 -1.0336813441336618E-01 a       613     0    25     1    13
  3.0414520628201081E-03 a       614     0    25     1    14
  7.9050433031233810E-02 a       615     0    25     1    15
  2.0434223244323557E-01 a       616     0    25     1    16
  3.2909946378117554E-02 a       617     0    25     1    17
 -3.9441940941884185E-01 a       618     0    25     1    18
 -2.3921333242378415E-02 a       619     0    25     1    19
  2.0065660564330992E-01 a       620     0    25     1    20
 -2.2437854038415050E-01 a       621     0    25     1    21
  4.4340541018493010E-02 a       622     0    25     1    22
  1.1996354863830255E-01 a       623     0    25     1    23
 -1.4465034652797823E-01 a       624     0    25     1    24
  4.4067588546926849E-02 a       625     0    25     1    25
 -3.6241947165730271E-01 a       626     0    26     1     1
  3.5532281273628868E-01 a       627     0    26     1     2
  4.7925768737800974E-02 a       628     0    26     1     3
  2.0130735373950573E-01 a       629     0    26     1     4
 -7.1165899993840362E-02 a       630     0    26     1     5
 -1.8451404303581342E-01 a       631     0    26     1     6
  1.6757516161008199E-01 a       632     0    26     1     7
  7.7465160551233508E-02 a       633     0    26     1     8
  2.8329192882685628E-01 a       634     0    26     1     9
  5.1232564760308505E-02 a       635     0    26     1    10
  1.3447311519421185E-01 a       636     0    26     1    11
 -4.3153349081777440E-02 a       637     0    26     1    12
 -1.1562137498924026E-01 a       638     0    26     1    13
 -2.6595180496599180E-01 a       639     0    26     1    14
 -2.4589497929254051E-02 a       640     0    26     1    15
  5.4219081628037277E-02 a       641     0    26     1    16
 -5.0025032888729891E-03 a       642     0    26     1    17
  1.1228941959773882E-01 a       643     0    26     1    18
 -2.6808730684544896E-01 a       644     0    26     1    19
  1.9736773556986209E-01 a       645     0    26     1    20
  2.3086017038177600E-01 a       646     0    26     1    21
 -2.0947736418929729E-02 a       647     0    26     1    22
  1.4078048483145197E-01 a       648     0    26     1    23
  1.5482141954114539E-01 a       649     0    26     1    24
  4.3684978492619536E-01 a       650     0    26     1    25
 -7.8894825432021795E-02 a       651     0    27     1     1
 -1.5687079288814260E-01 a       652     0    27     1     2
 -1.1661207469973468E-01 a       653     0    27     1     3
 -2.7765844867897682E-01 a       654     0    27     1     4
  1.9577711398773565E-01 a       655     0    27     1     5
  5.1873768914355918E-02 a       656     0    27     1     6
  6.1730603110882777E-02 a       657     0    27     1     7
 -7.3968528885965362E-02 a       658     0    27     1     8
 -9.8727857274388015E-02 a       659     0    27     1     9
  5.5628431458856903E-02 a       660     0    27     1    10
 -1.3483676403913166E-03 a       661     0    27     1    11
  1.3186768924249936E-01 a       662     0    27     1    12
 -1.0698749146355128E-01 a       663     0    27     1    13
  3.3621540335163991E-01 a       664     0    27     1    14
  3.2452500217841039E-02 a       665     0    27     1    15
 -3.5686149346482471E-01 a       666     0    27     1    16
  2.7221187066821378E-01 a       667     0    27     1    17
 -2.3942285041939865E-01 a       668     0    27     1    18
  1.0094856485391447E-01 a       669     0    27     1    19
  1.8855016498085078E-01 a       670     0    27     1    20
  1.4705192226677258E-01 a       671     0    27     1    21
  1.0939755393131553E-01 a       672     0    27     1    22
 -9.1642625377173145E-02 a       673     0    27     1    23
  8.0683347791095150E-02 a       674     0    27     1    24
  6.4817629370235122E-02 a       675     0    27     1    25
  2.7227809330985783E-02 b       676     1     1
  1.4942861729146989E-01 b       677     1     2
 -1.5148832712830561E-02 b       678     1     3
  3.6055317837773319E-02 b       679     1     4
  1.8300039374844781E-01 b       680     1     5
  1.0743581386437347E-01 b       681     1     6
  1.2975444304928663E-02 b       682     1     7
 -4.4655656136590435E-02 b       683     1     8
  3.4917960390567458E-02 b       684     1     9
 -3.1269268251837051E-03 b       685     1    10
  1.8627500389254967E-02 b       686     1    11
  2.9842014426004770E-01 b       687     1    12
  4.0586007485479782E-02 b       688     1    13
  5.9870079669462201E-02 b       689     1    14
  7.8469820117487626E-02 b       690     1    15
  4.9051768601323383E-02 b       691     1    16
 -1.8953464557619617E-02 b       692     1    17
  5.9613717766438604E-02 b       693     1    18
  2.7765029908663915E-02 b       694     1    19
  5.3081410744817877E-02 b       695     1    20
  2.3133056446109322E-02 b       696     1    21
  1.4079257604750714E-01 b       697     1    22
 -1.3007076391938954E-01 b       698     1    23
 -5.8974722444506349E-02 b       699     1    24
 -8.6764883737638271E-02 b       700     1    25
  1.8220451344928289E-02 a       701     1     1     2     1
 -2.8091496131266852E-01 a       702     1     1     2     2
 -1.6395075940306109E-01 a       703     1     1     2     3
  1.0845212126600917E-01 a       704     1     1     2     4
 -5.8506846078220154E-01 a       705     1     1     2     5
  3.5944160788081786E-01 a       706     1     1     2     6
 -5.5869264696616093E-02 a       707     1     1     2     7
  3.9923891656845056E-01 a       708     1     1     2     8
 -1.5881130079738143E-01 a       709     1     1     2     9
 -2.1195376908575142E-01 a       710     1     1     2    10
 -1.9798719717526714E-01 a       711     1     1     2    11
  4.3846680510665502E-02 a       712     1     1     2    12
  2.4347338485929354E-01 a       713     1     1     2    13
  9.1414460548265006E-02 a       714     1     1     2    14
 -2.7314220327411820E-01 a       715     1     1     2    15
  1.8692620905650678E-01 a       716     1     1     2    16
  3.4795041944221755E-01 a       717     1     1     2    17
  3.4407102035864537E-03 a       718     1     1     2    18
 -2.5788081425346332E-01 a       719     1     1     2    19
  1.5657388108620782E-01 a       720     1     1     2    20
 -1.1012519938221153E-01 a       721     1     1     2    21
  8.0274165952625418E-02 a       722     1     1     2    22
 -3.4093592853575584E-02 a       723     1     1     2    23
  1.2371527659931528E-01 a       724     1     1     2    24
 -5.3625306349527158E-01 a       725     1     1     2    25
 -3.5886058365154766E-01 a       726     1     2     2     1
  7.1625030619977437E-02 a       727     1     2     2     2
  3.5136737888713293E-01 a       728     1     2     2     3
  1.4359531105564083E-01 a       729     1     2     2     4
 -2.2769918370448738E-01 a       730     1     2     2     5
  7.9690043592777357E-02 a       731     1     2     2     6
 -2.2640990997898217E-01 a       732     1     2     2     7
  2.1315414469689858E-01 a       733     1     2     2     8
 -1.0156332654914399E-01 a       734     1     2     2     9
 -2.1566611439558872E-01 a       735     1     2     2    10
 -2.6951661076792061E-01 a       736     1     2     2    11
  3.3554109797453396E-01 a       737     1     2     2    12
  3.2803932703677756E-02 a       738     1     2     2    13
  1.9519782726614779E-01 a       739     1     2     2    14
 -2.8417225160790283E-01 a       740     1     2     2    15
  2.8242720911873981E-01 a       741     1     2     2    16
 -1.7773168173316009E-01 a       742     1     2     2    17
 -8.0120966832874271E-02 a       743     1     2     2    18
  6.4308364828152900E-02 a       744     1     2     2    19
 -4.1156867482421498E-02 a       745     1     2     2    20
 -1.8248757895004283E-01 a       746     1     2     2    21
 -6.7948988498217469E-02 a       747     1     2     2    22
  1.1983449744950629E-01 a       748     1     2     2    23
 -9.0192761263194879E-02 a       749     1     2     2    24
 -1.1574796594316011E-01 a       750     1     2     2    25
  2.4244321460562310E-01 a       751     1     3     2     1
 -1.8229605975354538E-01 a       752     1     3     2     2
 -1.6975862463561187E-02 a       753     1     3     2     3
  1.3914206894699852E-01 a       754     1     3     2     4
 -2.7262412842393080E-01 a       755     1     3     2     5
 -2.3007786885406356E-01 a       756     1     3     2     6
 -2.1279033142919415E-01 a       757     1     3     2     7
 -1.0287893547093195E-01 a       758     1     3     2     8
 -4.1578266430307992E-01 a       759     1     3     2     9
  2.1800441271442761E-01 a       760     1     3     2    10
 -7.4980367387451315E-03 a       761     1     3     2    11
 -2.4526591504953391E-01 a       762     1     3     2    12
 -5.3888844608911102E-01 a       763     1     3     2    13
 -5.0074898867966011E-01 a       764     1     3     2    14
 -9.8650530457423766E-02 a       765     1     3     2    15
  7.3507465403709310E-02 a       766     1     3     2    16
  6.0102718174953301E-02 a       767     1     3     2    17
  3.0258060372553081E-01 a       768     1     3     2    18
 -4.1946416718649870E-01 a       769     1     3     2    19
 -1.8138762009469639E-01 a       770     1     3     2    20
  1.8525921704139534E-01 a       771     1     3     2    21
  8.1977570439064687E-02 a       772     1     3     2    22
 -1.3126021092445631E-01 a       773     1     3     2    23
  3.6206912488040210E-01 a       774     1     3     2    24
 -2.5168433931137608E-02 a       775     1     3     2    25
 -3.4956763479186598E-01 a       776     1     4     2     1
 -3.1089353932248537E-01 a       777     1     4     2     2
 -3.0334395268725001E-01 a       778     1     4     2     3
  1.6098991535111640E-01 a       779     1     4     2     4
  9.4497021279474125E-02 a       780     1     4     2     5
  3.0387440471422428E-01 a       781     1     4     2     6
 -2.8608433268718942E-02 a       782     1     4     2     7
  2.8808358088471386E-01 a       783     1     4     2     8
  1.6394846126382309E-01 a       784     1     4     2     9
 -8.5060030811564283E-02 a       785     1     4     2    10
 -7.2838578319176020E-02 a       786     1     4     2    11
  2.7602164839446684E-02 a       787     1     4     2    12
  1.9156018516382267E-01 a       788     1     4     2    13
  3.3422644701932219E-01 a       789     1     4     2    14
 -2.4467170726727711E-01 a       790     1     4     2    15
 -5.8976744577318899E-02 a       791     1     4     2    16
  1.2128073283393649E-01 a       792     1     4     2    17
 -4.0848843339711255E-02 a       793     1     4     2    18
  8.5497707146072702E-02 a       794     1     4     2    19
  1.0551005672709154E-01 a       795     1     4     2    20
 -4.3672034294330503E-02 a       796     1     4     2    21
 -3.3998751259367001E-02 a       797     1     4     2    22
 -1.9247578524045489E-01 a       798     1     4     2    23
  2.7004316527855909E-01 a       799     1     4     2    24
 -4.6095026174233800E-01 a       800     1     4     2    25
  1.8581372189481965E-01 a       801     1     5     2     1
 -1.9082486391221018E-01 a       802     1     5     2     2
  2.2597236416454367E-01 a       803     1     5     2     3
  3.0243610615963024E-01 a       804     1     5     2     4
 -1.4606734299336954E-01 a       805     1     5     2     5
  4.3404101251886823E-01 a       806     1     5     2     6
  1.6056965434017975E-01 a       807     1     5     2     7
  2.9621988002984223E-01 a       808     1     5     2     8
  3.8366395124279778E-01 a       809     1     5     2     9
  3.9513571305830414E-01 a       810     1     5     2    10
  3.5167393848848133E-01 a       811     1     5     2    11
  2.1936326797492581E-01 a       812     1     5     2    12
  2.1617604586041231E-01 a       813     1     5     2    13
  1.4439767994932162E-02 a       814     1     5     2    14
  1.2563168519236603E-01 a       815     1     5     2    15
  1.6486870654626051E-01 a       816     1     5     2    16
 -4.1361088278677127E-02 a       817     1     5     2    17
  2.7391437115425565E-01 a       818     1     5     2    18
 -1.4981438640632967E-02 a       819     1     5     2    19
 -3.5618477018939504E-01 a       820     1     5     2    20
 -1.2429560264183964E-01 a       821     1     5     2    21
  3.4620284947435881E-01 a       822     1     5     2    22
  1.7515670711391609E-01 a       823     1     5     2    23
  1.3450336776937882E-01 a       824     1     5     2    24
 -1.2331153393303008E-01 a       825     1     5     2    25
 -3.2915358300478309E-01 a       826     1     6     2     1
 -1.3411115748550220E-01 a       827     1     6     2     2
 -9.9452087300573339E-02 a       828     1     6     2     3
  9.6085903415887797E-02 a       829     1     6     2     4
  2.1462805526576811E-01 a       830     1     6     2     5
 -1.2980128709645122E-01 a       831     1     6     2     6
  1.8500483876208340E-01 a       832     1     6     2     7
  2.0792058695729182E-01 a       833     1     6     2     8
 -2.8448242696394760E-02 a       834     1     6     2     9
  4.3256246972182671E-01 a       835     1     6     2    10
 -1.4937197385701118E-01 a       836     1     6     2    11
 -9.7325118629570141E-03 a       837     1     6     2    12
 -8.0371780157864527E-03 a       838     1     6     2    13
 -2.0665180947747999E-01 a       839     1     6     2    14
  1.7583278558040899E-01 a       840     1     6     2    15
 -1.2769992921907126E-02 a       841     1     6     2    16
 -8.8255198851585767E-02 a       842     1     6     2    17
  4.3995811821054542E-01 a       843     1     6     2    18
 -1.1745230460963257E-01 a       844     1     6     2    19
 -3.9075465352407177E-02 a       845     1     6     2    20
 -4.1536346221561077E-02 a       846     1     6     2    21
  2.0406912253022602E-01 a       847     1     6     2    22
 -1.1888730905730008E-02 a       848     1     6     2    23
  2.1248642009632038E-01 a       849     1     6     2    24
 -4.0698657410024752E-01 a       850     1     6     2    25
  4.5192326198417487E-01 a       851     1     7     2     1
 -3.3353898692053369E-01 a       852     1     7     2     2
  2.2577287801112725E-01 a       853     1     7     2     3
  1.6064035246025840E-01 a       854     1     7     2     4
  1.2415244851001951E-01 a       855     1     7     2     5
 -1.9684922588891932E-01 a       856     1     7     2     6
  8.8107731483449470E-02 a       857     1     7     2     7
 -2.9696546650926103E-01 a       858     1     7     2     8
  1.3315568897153809E-01 a       859     1     7     2     9
  3.5702073775974486E-01 a       860     1     7     2    10
 -1.6593415187790153E-01 a       861     1     7     2    11
 -2.0725163504087376E-03 a       862     1     7     2    12
  7.8305176311447844E-02 a       863     1     7     2    13
 -1.7902238213654059E-01 a       864     1     7     2    14
 -3.7118953724125647E-01 a       865     1     7     2    15
  4.5979147981222346E-01 a       866     1     7     2    16
 -1.0423870254734681E-01 a       867     1     7     2    17
  1.6002363289953481E-01 a       868     1     7     2    18
  3.0391104037563416E-02 a       869     1     7     2    19
  3.9168026785743515E-01 a       870     1     7     2    20
 -4.6809510481010197E-01 a       871     1     7     2    21
 -3.8076627381439576E-01 a       872     1     7     2    22
  9.6754945264836842E-02 a       873     1     7     2    23
 -2.6891516065483073E-01 a       874     1     7     2    24
 -4.4208982227676823E-02 a       875     1     7     2    25
 -8.5953566752451457E-02 a       876     1     8     2     1
  8.4206912656775559E-02 a       877     1     8     2     2
 -1.3029886796081316E-01 a       878     1     8     2     3
 -4.9558034015621583E-01 a       879     1     8     2     4
 -1.8497278795196773E-01 a       880     1     8     2     5
 -3.3808011655459519E-01 a       881     1     8     2     6
  2.3664264812533969E-01 a       882     1     8     2     7
  4.6509230461170913E-02 a       883     1     8     2     8
 -2.5783599253494976E-02 a       884     1     8     2     9
 -1.3969102400581720E-01 a       885     1     8     2    10
  2.5484960520168182E-01 a       886     1     8     2    11
 -1.5398104191292372E-01 a       887     1     8     2    12
  8.8875860440242403E-03 a       888     1     8     2    13
  1.8557550367170761E-01 a       889     1     8     2    14
  1.5208077632749634E-01 a       890     1     8     2    15
  3.9484504391347465E-02 a       891     1     8     2    16
 -1.2077464311410185E-01 a       892     1     8     2    17
 -2.8828672380999104E-01 a       893     1     8     2    18
 -3.4034811925488635E-02 a       894     1     8     2    19
  4.5208833184261249E-01 a       895     1     8     2    20
 -3.2618636603974949E-01 a       896     1     8     2    21
 -3.6146100668975545E-01 a       897     1     8     2    22
  1.6813684630732356E-01 a       898     1     8     2    23
  8.7053357553743049E-02 a       899     1     8     2    24
  1.6350026422416514E-01 a       900     1     8     2    25
  1.4705982642781726E-01 a       901     1     9     2     1
  3.1664843823066441E-01 a       902     1     9     2     2
 -1.5033134217832295E-01 a       903     1     9     2     3
  2.8718077978905555E-02 a       904     1     9     2     4
 -4.2715445348301240E-01 a       905     1     9     2     5
  2.5596188293126043E-01 a       906     1     9     2     6
 -2.8420872883851217E-01 a       907     1     9     2     7
  2.0258531881003342E-01 a       908     1     9     2     8
 -8.0096870723871269E-02 a       909     1     9     2     9
 -3.3533295339863639E-01 a       910     1     9     2    10
 -1.6216652274718768E-01 a       911     1     9     2    11
 -5.7559399671981183E-02 a       912     1     9     2    12
 -1.1026840121873616E-01 a       913     1     9     2    13
 -2.9156316434891794E-01 a       914     1     9     2    14
 -3.4113360379175328E-01 a       915     1     9     2    15
  4.5037406291176324E-01 a       916     1     9     2    16
 -4.1497907585862408E-02 a       917     1     9     2    17
  1.4831410815264373E-01 a       918     1     9     2    18
 -3.4334598073851341E-01 a       919     1     9     2    19
  8.2095518865105549E-02 a       920     1     9     2    20
  1.9273027574190202E-01 a       921     1     9     2    21
 -7.2413234817952595E-04 a       922     1     9     2    22
 -2.6175349692079536E-01 a       923     1     9     2    23
  1.3072257960047592E-01 a       924     1     9     2    24
  1.1785793945422784E-01 a       925     1     9     2    25
  1.2835078388874138E-01 a       926     1    10     2     1
 -8.1849014205526984E-04 a       927     1    10     2     2
 -1.7915934319491256E-01 a       928     1    10     2     3
 -2.4490601879255688E-01 a       929     1    10     2     4
 -8.8039757786141051E-02 a       930     1    10     2     5
  2.4646311169252325E-01 a       931     1    10     2     6
  2.4242921657570174E-01 a       932     1    10     2     7
  7.5500308476281114E-02 a       933     1    10     2     8
  1.0734937653599287E-01 a       934     1    10     2     9
 -1.7834060348603500E-01 a       935     1    10     2    10
  4.5922698615474294E-01 a       936     1    10     2    11
  9.4398891689533207E-02 a       937     1    10     2    12
  1.8920666359504928E-01 a       938     1    10     2    13
  1.4430115211292791E-01 a       939     1    10     2    14
 -2.8137073246579597E-01 a       940     1    10     2    15
  1.0779681388047415E-02 a       941     1    10     2    16
  6.7123058160985516E-02 a       942     1    10     2    17
 -1.0680893830179580E-01 a       943     1    10     2    18
 -6.2740299605112765E-02 a       944     1    10     2    19
 -2.7649561154671282E-01 a       945     1    10     2    20
  2.0677964704830704E-01 a       946     1    10     2    21
 -6.9585101236810817E-02 a       947     1    10     2    22
 -1.9167725378247080E-01 a       948     1    10     2    23
  5.4556425662794894E-01 a       949     1    10     2    24
 -9.1684595362153995E-02 a       950     1    10     2    25
  3.8743828760441530E-03 a       951     1    11     2     1
 -2.1589987320094961E-01 a       952     1    11     2     2
 -3.4128217050797785E-02 a       953     1    11     2     3
 -3.1243734896815317E-01 a       954     1    11     2     4
 -2.1744238994788939E-01 a       955     1    11     2     5
 -3.4605630757174760E-01 a       956     1    11     2     6
  1.5790843462607071E-01 a       957     1    11     2     7
 -1.3722686321102540E-01 a       958     1    11     2     8
 -2.8995728407740773E-01 a       959     1    11     2     9
  1.8932537809408273E-01 a       960     1    11     2    10
 -2.2695740397927297E-01 a       961     1    11     2    11
 -2.5490718571663882E-02 a       962     1    11     2    12
 -2.0475283501415048E-01 a       963     1    11     2    13
  7.9296706289542815E-02 a       964     1    11     2    14
  1.0223665882650163E-01 a       965     1    11     2    15
 -7.7776164944510368E-02 a       966     1    11     2    16
  2.6067182299684183E-01 a       967     1    11     2    17
 -2.5433619615729319E-01 a       968     1    11     2    18
  1.0792512146086215E-01 a       969     1    11     2    19
  1.2902332180676393E-02 a       970     1    11     2    20
 -1.8986643938954526E-01 a       971     1    11     2    21
 -3.1488040381602583E-01 a       972     1    11     2    22
  2.9327524430372282E-01 a       973     1    11     2    23
  1.7828070341219140E-01 a       974     1    11     2    24
  1.9153885779167759E-01 a       975     1    11     2    25
 -1.4545573975808332E-01 a       976     1    12     2     1
 -6.1690330846245434E-01 a       977     1    12     2     2
  2.1107491747118120E-02 a       978     1    12     2     3
 -1.8875438545282511E-01 a       979     1    12     2     4
 -5.9507334041781546E-02 a       980     1    12     2     5
  2.1413865922973271E-01 a       981     1    12     2     6
  8.3837589792424713E-02 a       982     1    12     2     7
  2.9169584876230992E-01 a       983     1    12     2     8
 -1.0042606549253902E-01 a       984     1    12     2     9
  9.7766951739383559E-02 a       985     1    12     2    10
 -8.0610301386915995E-02 a       986     1    12     2    11
 -2.6953920829682820E-01 a       987     1    12     2    12
  1.6636660166208134E-01 a       988     1    12     2    13
 -3.0578386470157115E-01 a       989     1    12     2    14
 -8.9360883966940960E-02 a       990     1    12     2    15
  1.7928164126273818E-01 a       991     1    12     2    16
  4.5763021422587213E-01 a       992     1    12     2    17
 -1.4426051843734086E-01 a       993     1    12     2    18
 -1.5988693891880040E-01 a       994     1    12     2    19
  2.0381080878488830E-01 a       995     1    12     2    20
  1.1497427907357305E-01 a       996     1    12     2    21
  2.2010829731370243E-01 a       997     1    12     2    22
 -1.6415003212071169E-01 a       998     1    12     2    23
 -4.2950919049174535E-01 a       999     1    12     2    24
 -8.2210445980584426E-02 a      1000     1    12     2    25
  4.0342820455062627E-05 a      1001     1    13     2     1
  3.2360088607327031E-01 a      1002     1    13     2     2
  6.0105263723992863E-03 a      1003     1    13     2     3
 -1.4888818344458213E-01 a      1004     1    13     2     4
 -2.3982126515585436E-01 a      1005     1    13     2     5
  2.2142413173145623E-01 a      1006     1    13     2     6
 -8.7801028115157623E-02 a      1007     1    13     2     7
  3.2925299110361544E-01 a      1008     1    13     2     8
  4.1756398065304942E-02 a      1009     1    13     2     9
 -2.3591577796747557E-01 a      1010     1    13     2    10
 -5.8650844032061403E-02 a      1011     1    13     2    11
  1.1634841950993800E-01 a      1012     1    13     2    12
  3.3945187343095679E-01 a      1013     1    13     2    13
 -1.6167972949508488E-02 a      1014     1    13     2    14
 -1.0065834188734013E-01 a      1015     1    13     2    15
 -1.4450258303537156E-02 a      1016     1    13     2    16
 -3.3213088691855858E-01 a      1017     1    13     2    17
  2.4311088205182327E-01 a      1018     1    13     2    18
 -3.5673109951232529E-01 a      1019     1    13     2    19
  1.3432861588155262E-01 a      1020     1    13     2    20
 -2.9524350000223271E-01 a      1021     1    13     2    21
  1.5356650883986172E-02 a      1022     1    13     2    22
 -4.9074337085379022E-01 a      1023     1    13     2    23
 -1.5712787340105569E-01 a      1024     1    13     2    24
 -2.1314279036584768E-01 a      1025     1    13     2    25
 -1.6954786914906528E-01 a      1026     1    14     2     1
 -2.0604668350749669E-01 a      1027     1    14     2     2
 -2.5739435542161421E-01 a      1028     1    14     2     3
  1.2172155923438456E-01 a      1029     1    14     2     4
 -1.9184670938223417E-01 a      1030     1    14     2     5
  3.2690572985572447E-01 a      1031     1    14     2     6
  2.9669897487854002E-01 a      1032     1    14     2     7
  2.0911308229159267E-01 a      1033     1    14     2     8
 -6.0921295312970615E-02 a      1034     1    14     2     9
 -1.8960176333719927E-01 a      1035     1    14     2    10
 -1.1242636739104184E-01 a      1036     1    14     2    11
 -1.9618778961104741E-01 a      1037     1    14     2    12
 -6.6537735022615271E-02 a      1038     1    14     2    13
 -1.9493743623842261E-01 a      1039     1    14     2    14
 -1.0443728421065676E-01 a      1040     1    14     2    15
  8.8590960133001884E-02 a      1041     1    14     2    16
  1.7978799143486240E-01 a      1042     1    14     2    17
 -1.5529286285892879E-01 a      1043     1    14     2    18
  3.7521420949501094E-01 a      1044     1    14     2    19
  3.5635666350970135E-01 a      1045     1    14     2    20
 -1.5590157331980575E-01 a      1046     1    14     2    21
  2.8447730019053608E-01 a      1047     1    14     2    22
 -1.4381321064891855E-01 a      1048     1    14     2    23
 -2.7836602940096788E-01 a      1049     1    14     2    24
  1.5003895574003659E-01 a      1050     1    14     2    25
  2.1883306062549243E-01 a      1051     1    15     2     1
  1.6826344880187397E-01 a      1052     1    15     2     2
  4.8536158825105438E-02 a      1053     1    15     2     3
 -9.1471399512569163E-02 a      1054     1    15     2     4
 -1.5549951690119104E-02 a      1055     1    15     2     5
 -6.9427681094291468E-02 a      1056     1    15     2     6
  2.6955109653301351E-01 a      1057     1    15     2     7
 -6.1515730954236320E-02 a      1058     1    15     2     8
 -1.0219586774136745E-02 a      1059     1    15     2     9
  5.5085047167374411E-02 a      1060     1    15     2    10
  5.0393831501160080E-01 a      1061     1    15     2    11
  2.6212353073928657E-01 a      1062     1    15     2    12
 -1.4953375575200822E-01 a      1063     1    15     2    13
  1.5133921684171481E-02 a      1064     1    15     2    14
 -1.6537621439523156E-01 a      1065     1    15     2    15
  1.9140607656877576E-01 a      1066     1    15     2    16
 -4.3445908824871005E-01 a      1067     1    15     2    17
 -2.0392456480151405E-02 a      1068     1    15     2    18
  4.7487339226997016E-01 a      1069     1    15     2    19
 -3.8730181671791736E-01 a      1070     1    15     2    20
