################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -1.4673256928568351E-01 a       235     0    10     1    10
  2.5914768484679700E-02 a       236     0    10     1    11
  2.6988695178634997E-01 a       237     0    10     1    12
 -4.3149746503504817E-02 a       238     0    10     1    13
  3.8778067458516458E-01 a       239     0    10     1    14
 -1.1794702192217468E-01 a       240     0    10     1    15
  1.6166534801130600E-01 a       241     0    10     1    16
  1.5949079596477403E-01 a       242     0    10     1    17
 -3.0494967417020835E-01 a       243     0    10     1    18
 -4.3709157064188577E-02 a       244     0    10     1    19
  4.6937973730923693E-01 a       245     0    10     1    20
 -4.0364332489896243E-01 a       246     0    10     1    21
 -3.7326088061665380E-01 a       247     0    10     1    22
 -1.2203316683964804E-01 a       248     0    10     1    23
 -1.5041650532478842E-01 a       249     0    10     1    24
 -1.7680731815058351E-01 a       250     0    10     1    25
 -9.5812579561049285E-02 a       251     0    11     1     1
  1.6975050395274333E-01 a       252     0    11     1     2
  3.4853378097453097E-01 a       253     0    11     1     3
 -1.0094070337192175E-01 a       254     0    11     1     4
 -8.3211893863600322E-03 a       255     0    11     1     5
  5.1812576330229690E-02 a       256     0    11     1     6
  3.2197823415820474E-03 a       257     0    11     1     7
  6.3693261256101801E-03 a       258     0    11     1     8
 -2.5412589774169103E-01 a       259     0    11     1     9
 -4.5425958842153014E-01 a       260     0    11     1    10
 -1.4116691261724488E-02 a       261     0    11     1    11
 -3.0455585657562862E-02 a       262     0    11     1    12
  3.5483583440674693E-01 a       263     0    11     1    13
 -1.0440294128814800E-01 a       264     0    11     1    14
 -2.5436855204468731E-02 a       265     0    11     1    15
  1.2936374678057336E-01 a       266     0    11     1    16
  4.2729770589804628E-01 a       267     0    11     1    17
  3.2668242968778721E-01 a       268     0    11     1    18
  1.0386586848549349E-01 a       269     0    11     1    19
  2.7179705229945184E-01 a       270     0    11     1    20
  1.4364970514118822E-01 a       271     0    11     1    21
 -3.3676294922297201E-01 a       272     0    11     1    22
  2.0708009844835451E-01 a       273     0    11     1    23
 -3.6104184976536480E-01 a       274     0    11     1    24
  1.2344317812144302E-01 a       275     0    11     1    25
 -1.0284059958458402E-01 a       276     0    12     1     1
  1.7795049629033891E-01 a       277     0    12     1     2
 -1.5931627858548777E-01 a       278     0    12     1     3
 -2.4334913900298230E-01 a       279     0    12     1     4
  1.5566947094913669E-01 a       280     0    12     1     5
 -1.1118845036048183E-01 a       281     0    12     1     6
 -4.3419060662514336E-01 a       282     0    12     1     7
  2.1962951908040321E-01 a       283     0    12     1     8
  2.9154597162786994E-01 a       284     0    12     1     9
  7.9420237747159270E-02 a       285     0    12     1    10
 -3.9508608556280655E-01 a       286     0    12     1    11
 -2.4175340059226605E-01 a       287     0    12     1    12
  1.8320137804653613E-01 a       288     0    12     1    13
  1.9902025052545469E-01 a       289     0    12     1    14
  1.0555033404792669E-01 a       290     0    12     1    15
  8.8633582778941247E-02 a       291     0    12     1    16
 -1.9236872343583331E-02 a       292     0    12     1    17
  3.6624559012037455E-01 a       293     0    12     1    18
  3.4304030876719521E-01 a       294     0    12     1    19
 -1.0028768602613645E-01 a       295     0    12     1    20
 -1.0335958152059273E-01 a       296     0    12     1    21
  3.2958147403035792E-02 a       297     0    12     1    22
  4.2750959671989643E-02 a       298     0    12     1    23
  1.9456820076853185E-01 a       299     0    12     1    24
 -1.2729605974136668E-01 a       300     0    12     1    25
  5.8755246377399810E-02 a       301     0    13     1     1
 -2.5891455227988103E-01 a       302     0    13     1     2
 -3.3047750605088738E-01 a       303     0    13     1     3
  4.0224895689236440E-01 a       304     0    13     1     4
  1.3346530428862338E-01 a       305     0    13     1     5
 -7.8120985624111960E-02 a       306     0    13     1     6
 -1.8039169549196671E-01 a       307     0    13     1     7
  7.7826195140023077E-02 a       308     0    13     1     8
  2.4709341665489773E-01 a       309     0    13     1     9
  1.8186172655868676E-01 a       310     0    13     1    10
  1.1245018105331341E-01 a       311     0    13     1    11
  1.0525289124223522E-01 a       312     0    13     1    12
 -3.8293060746958631E-02 a       313     0    13     1    13
  9.4381302782575102E-02 a       314     0    13     1    14
 -3.8882045230549939E-01 a       315     0    13     1    15
 -1.7907758155359579E-01 a       316     0    13     1    16
 -5.6412097988733734E-01 a       317     0    13     1    17
  1.2081148081256249E-01 a       318     0    13     1    18
 -1.5911923726609885E-02 a       319     0    13     1    19
  9.8407516757244337E-02 a       320     0    13     1    20
 -1.1256919223299059E-02 a       321     0    13     1    21
  4.7763753182162735E-02 a       322     0    13     1    22
 -2.9022980346481347E-01 a       323     0    13     1    23
  1.2199770357629640E-02 a       324     0    13     1    24
  1.5323833415621302E-01 a       325     0    13     1    25
  3.8940936791576386E-01 a       326     0    14     1     1
 -1.3428250144881448E-01 a       327     0    14     1     2
 -5.0424486812536716E-02 a       328     0    14     1     3
  2.3230276552213630E-01 a       329     0    14     1     4
  6.1370029353606124E-04 a       330     0    14     1     5
  1.6262322374457336E-01 a       331     0    14     1     6
 -8.3099308801399874E-02 a       332     0    14     1     7
 -1.1777086663668804E-01 a       333     0    14     1     8
 -3.4506495806040416E-01 a       334     0    14     1     9
 -3.8132808043891589E-02 a       335     0    14     1    10
  1.1239405740759377E-01 a       336     0    14     1    11
  3.0960526591101134E-01 a       337     0    14     1    12
  1.6237226556152770E-02 a       338     0    14     1    13
  4.8458508726042494E-02 a       339     0    14     1    14
 -3.8044888866111938E-02 a       340     0    14     1    15
 -4.0475193587916639E-02 a       341     0    14     1    16
 -1.0692181575457518E-01 a       342     0    14     1    17
  1.3480563771120196E-01 a       343     0    14     1    18
 -1.2491889514079496E-01 a       344     0    14     1    19
 -1.1895900970179181E-01 a       345     0    14     1    20
 -1.3662879057467436E-01 a       346     0    14     1    21
 -2.6503849158606759E-03 a       347     0    14     1    22
 -2.9577588275685701E-01 a       348     0    14     1    23
 -1.7228275606689389E-01 a       349     0    14     1    24
  3.0485962295072382E-02 a       350     0    14     1    25
  2.5606084519316530E-01 a       351     0    15     1     1
  1.9168840755462196E-01 a       352     0    15     1     2
  8.9259085775956565E-02 a       353     0    15     1     3
 -3.9770633189872029E-01 a       354     0    15     1     4
 -2.3021942334649348E-01 a       355     0    15     1     5
 -1.7710951169878411E-01 a       356     0    15     1     6
 -1.6153836720941142E-01 a       357     0    15     1     7
  1.3515354121814319E-01 a       358     0    15     1     8
 -1.4843616905691198E-01 a       359     0    15     1     9
  2.9316741676135355E-01 a       360     0    15     1    10
 -2.3869560374851836E-01 a       361     0    15     1    11
  1.5765269490642100E-01 a       362     0    15     1    12
  1.8736094248876312E-01 a       363     0    15     1    13
 -1.5241078342955408E-01 a       364     0    15     1    14
  2.9934412573793895E-01 a       365     0    15     1    15
  1.7736085134468596E-01 a       366     0    15     1    16
  3.3022002603223521E-01 a       367     0    15     1    17
 -4.8008327718765148E-02 a       368     0    15     1    18
 -2.8402087360968192E-01 a       369     0    15     1    19
  1.5801972983210569E-01 a       370     0    15     1    20
 -1.6873128657274197E-01 a       371     0    15     1    21
 -1.1334023995148676E-01 a       372     0    15     1    22
 -5.9214712761993540E-02 a       373     0    15     1    23
 -1.7428182551186559E-02 a       374     0    15     1    24
 -2.9921257876902779E-01 a       375     0    15     1    25
 -1.8859923996802680E-01 a       376     0    16     1     1
  2.7930449306593327E-02 a       377     0    16     1     2
  4.1499079579268364E-02 a       378     0    16     1     3
  2.7393880652140712E-01 a       379     0    16     1     4
  8.0053328981770713E-02 a       380     0    16     1     5
  5.4984139658405581E-02 a       381     0    16     1     6
  3.1391485044167007E-02 a       382     0    16     1     7
 -7.3506375328218229E-02 a       383     0    16     1     8
  1.2544824173120672E-01 a       384     0    16     1     9
 -1.5217179084671101E-01 a       385     0    16     1    10
  1.9134610521420795E-01 a       386     0    16     1    11
  1.0293491900418091E-01 a       387     0    16     1    12
  2.3608613839236212E-02 a       388     0    16     1    13
 -1.3110445331308365E-01 a       389     0    16     1    14
  2.3630009378279576E-01 a       390     0    16     1    15
  1.5735204209544146E-01 a       391     0    16     1    16
 -3.8413025122455619E-01 a       392     0    16     1    17
 -6.5931167671109472E-02 a       393     0    16     1    18
  8.6271369949658228E-02 a       394     0    16     1    19
  6.2694161774080021E-02 a       395     0    16     1    20
  3.3100814382068008E-02 a       396     0    16     1    21
  1.1540372650156196E-01 a       397     0    16     1    22
 -1.8905290608240419E-01 a       398     0    16     1    23
 -5.7837635385397761E-02 a       399     0    16     1    24
 -2.0127885529379663E-01 a       400     0    16     1    25
 -2.3105462107301647E-01 a       401     0    17     1     1
 -1.2391865450428594E-01 a       402     0    17     1     2
 -1.3951904802690995E-01 a       403     0    17     1     3
 -7.7676885577063773E-02 a       404     0    17     1     4
  1.1169790427317187E-01 a       405     0    17     1     5
 -1.3956283827753638E-01 a       406     0    17     1     6
 -3.5240673512006049E-01 a       407     0    17     1     7
 -1.6937514574074991E-01 a       408     0    17     1     8
 -3.0625425606906772E-03 a       409     0    17     1     9
  6.3475983423079224E-02 a       410     0    17     1    10
  1.3438564238221051E-01 a       411     0    17     1    11
  1.3729206802349262E-02 a       412     0    17     1    12
  2.3462005805498658E-02 a       413     0    17     1    13
  1.4984465777440834E-01 a       414     0    17     1    14
 -2.2600443263689618E-01 a       415     0    17     1    15
 -7.7753321269233844E-02 a       416     0    17     1    16
 -1.4439657108307719E-01 a       417     0    17     1    17
  1.9439509768629779E-01 a       418     0    17     1    18
 -2.2125668968347098E-02 a       419     0    17     1    19
  5.6030100366411560E-02 a       420     0    17     1    20
  8.4857051927527946E-02 a       421     0    17     1    21
 -1.4181771275339677E-01 a       422     0    17     1    22
 -1.9639604886479220E-01 a       423     0    17     1    23
 -7.8302973399784592E-02 a       424     0    17     1    24
  6.5920002018107562E-02 a       425     0    17     1    25
  4.6071597631581487E-02 a       426     0    18     1     1
 -5.9895412397979943E-02 a       427     0    18     1     2
  2.7848642918528416E-01 a       428     0    18     1     3
 -1.7078700936497856E-01 a       429     0    18     1     4
 -1.5119555713608529E-01 a       430     0    18     1     5
  9.7547168880821253E-03 a       431     0    18     1     6
 -3.4476931007103848E-02 a       432     0    18     1     7
  2.7358328864450450E-02 a       433     0    18     1     8
 -1.2944331820942306E-01 a       434     0    18     1     9
  1.0604043379228675E-01 a       435     0    18     1    10
  9.5807514333189250E-02 a       436     0    18     1    11
  1.7903297582856306E-01 a       437     0    18     1    12
  1.0404680834089502E-02 a       438     0    18     1    13
 -1.6230056224434330E-01 a       439     0    18     1    14
 -9.2464192681921423E-02 a       440     0    18     1    15
 -7.0500174022125744E-02 a       441     0    18     1    16
 -2.3912373518132016E-01 a       442     0    18     1    17
 -8.2234373332335922E-02 a       443     0    18     1    18
  6.9056695744249941E-02 a       444     0    18     1    19
  5.5771603842646240E-02 a       445     0    18     1    20
  2.2082434787483493E-01 a       446     0    18     1    21
 -1.6010612085769180E-01 a       447     0    18     1    22
  2.0168052003491199E-02 a       448     0    18     1    23
 -1.1762812764759059E-01 a       449     0    18     1    24
  3.3310375420982141E-01 a       450     0    18     1    25
 -8.4269760055869947E-02 a       451     0    19     1     1
  2.2577655617812059E-01 a       452     0    19     1     2
  2.0399581606887909E-01 a       453     0    19     1     3
  2.3562073120089191E-01 a       454     0    19     1     4
  1.8478682189175866E-02 a       455     0    19     1     5
  6.4907894883310335E-02 a       456     0    19     1     6
  1.1717250506918284E-01 a       457     0    19     1     7
  2.9188164389221893E-02 a       458     0    19     1     8
  5.7684899273767423E-02 a       459     0    19     1     9
  1.5141518663558221E-01 a       460     0    19     1    10
  6.1014042804442385E-02 a       461     0    19     1    11
 -5.9725263394751565E-02 a       462     0    19     1    12
  6.9812560961694831E-02 a       463     0    19     1    13
 -1.1235694519558490E-01 a       464     0    19     1    14
 -5.4953962165560637E-02 a       465     0    19     1    15
 -3.8494415599780188E-02 a       466     0    19     1    16
  1.4056824441587257E-01 a       467     0    19     1    17
 -5.2293102945244849E-02 a       468     0    19     1    18
  1.0016936993370326E-01 a       469     0    19     1    19
 -7.1871039978055121E-02 a       470     0    19     1    20
  5.6515622925088521E-02 a       471     0    19     1    21
 -3.0915179091296412E-02 a       472     0    19     1    22
 -1.3992749071778801E-01 a       473     0    19     1    23
  2.2495752364383609E-01 a       474     0    19     1    24
 -7.3929124056586817E-03 a       475     0    19     1    25
  2.1930494244019808E-01 a       476     0    20     1     1
 -2.8693590198258312E-01 a       477     0    20     1     2
 -5.0542556624007684E-01 a       478     0    20     1     3
 -2.9255616322375844E-01 a       479     0    20     1     4
  2.5940303983517532E-01 a       480     0    20     1     5
 -3.0762924458969465E-01 a       481     0    20     1     6
 -7.0672843774684897E-03 a       482     0    20     1     7
 -3.4549161923812427E-01 a       483     0    20     1     8
 -9.3570258761178859E-02 a       484     0    20     1     9
  2.5113622175682970E-01 a       485     0    20     1    10
 -2.2165420603539815E-01 a       486     0    20     1    11
 -5.7544557845032573E-01 a       487     0    20     1    12
  2.4355254501631878E-02 a       488     0    20     1    13
  2.1370447053932809E-01 a       489     0    20     1    14
 -8.1224644683395422E-02 a       490     0    20     1    15
 -6.4223194962906557E-02 a       491     0    20     1    16
  1.0248858914626235E-01 a       492     0    20     1    17
 -9.4663351106388724E-02 a       493     0    20     1    18
  2.3205542772493665E-01 a       494     0    20     1    19
  6.4326129637057783E-01 a       495     0    20     1    20
 -3.0260666643965828E-01 a       496     0    20     1    21
  1.3864081817651799E-01 a       497     0    20     1    22
  2.1352405680157280E-01 a       498     0    20     1    23
  4.7784717008071215E-01 a       499     0    20     1    24
 -6.3733797320637497E-01 a       500     0    20     1    25
  1.2115164500663762E-01 a       501     0    21     1     1
 -1.1948823769907747E-01 a       502     0    21     1     2
  3.3276165936494989E-01 a       503     0    21     1     3
  1.1968102005391604E-01 a       504     0    21     1     4
 -3.5156755422855408E-02 a       505     0    21     1     5
 -2.2185805072727285E-01 a       506     0    21     1     6
 -4.8293836233880921E-02 a       507     0    21     1     7
  5.6995503027679105E-02 a       508     0    21     1     8
 -3.7281110155174235E-01 a       509     0    21     1     9
  2.3144808223452401E-01 a       510     0    21     1    10
 -1.2507274594255910E-01 a       511     0    21     1    11
 -3.8758782464970221E-01 a       512     0    21     1    12
 -1.3112965343801380E-01 a       513     0    21     1    13
 -1.7087425017240621E-01 a       514     0    21     1    14
  4.9628661385965583E-02 a       515     0    21     1    15
 -3.9040037808221528E-01 a       516     0    21     1    16
  4.7006572900903432E-02 a       517     0    21     1    17
  2.4852635159547420E-01 a       518     0    21     1    18
  3.7290386130966197E-01 a       519     0    21     1    19
  7.9519323311273649E-02 a       520     0    21     1    20
  2.1786239324884826E-01 a       521     0    21     1    21
  1.3446620830499204E-01 a       522     0    21     1    22
 -4.0838951245949073E-01 a       523     0    21     1    23
  2.7793843368061211E-01 a       524     0    21     1    24
  5.0838839356685506E-01 a       525     0    21     1    25
  1.6430426310389371E-01 a       526     0    22     1     1
  3.4562486769160128E-02 a       527     0    22     1     2
 -4.4243437268625019E-01 a       528     0    22     1     3
  3.6330403961692537E-01 a       529     0    22     1     4
  1.2144527541984776E-01 a       530     0    22     1     5
